"Type","Ref","LocalPath","SourceFile"
"MISSING_ASSET",".//fonts.googleapis.com","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\fonts.googleapis.com","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./category/uncategorized/feed/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\category\uncategorized\feed\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./wp-json/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\wp-json\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_ASSET","./wp-json/wp/v2/categories/1","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\wp-json\wp\v2\categories\1","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_ASSET","./xmlrpc.php?rsd","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\xmlrpc.php","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./about/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\about\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./about-antrix/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\about-antrix\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./leadership/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\leadership\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./key-functionaries/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\key-functionaries\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./financials/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\financials\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./iso-9001/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\iso-9001\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./vigilance/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\vigilance\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./satcom-services/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\satcom-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./launch-services/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\launch-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./remote-sensing-data-services/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\remote-sensing-data-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./spacecraft-subsystems-services/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\spacecraft-subsystems-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./mission-support-services/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\mission-support-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./navic-services/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\navic-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./corporate-governance/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\corporate-governance\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./internal-complaints-committee/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\internal-complaints-committee\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./csr-committee/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\csr-committee\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./csr-projects/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\csr-projects\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./news/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\news\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./gallery/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\gallery\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./publications/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\publications\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./brochures/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\brochures\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./events/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\events\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./rti/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\rti\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./tenders/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\tenders\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./annual-procurement-plan/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\annual-procurement-plan\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./msme/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\msme\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./antrix-gst/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\antrix-gst\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./career/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\career\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./students-life/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\students-life\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./news1/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\news1\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./events1/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\events1\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./alumni/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\alumni\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./news-details/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\news-details\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./event-details/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\event-details\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./privacy/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\privacy\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./terms-of-service/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\terms-of-service\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./404/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\404\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./starter-page/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\starter-page\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./contact/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\contact\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_DIR_INDEX","./hello-world/","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\hello-world\index.html","C:\Users\adyap\Desktop\AntrixStatic\category\uncategorized\index.html"
"MISSING_ASSET",".//fonts.googleapis.com","C:\Users\adyap\Desktop\AntrixStatic\company-profile\fonts.googleapis.com","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./wp-json/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\wp-json\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_ASSET","./wp-json/wp/v2/pages/185","C:\Users\adyap\Desktop\AntrixStatic\company-profile\wp-json\wp\v2\pages\185","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_ASSET","./xmlrpc.php?rsd","C:\Users\adyap\Desktop\AntrixStatic\company-profile\xmlrpc.php","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./company-profile/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\company-profile\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_ASSET","./wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgithub.com%2FAdyapragnya%2FAntrix%2Fcompany-profile%2F","C:\Users\adyap\Desktop\AntrixStatic\company-profile\wp-json\oembed\1.0\embed","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_ASSET","./wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgithub.com%2FAdyapragnya%2FAntrix%2Fcompany-profile%2F&amp;format=xml","C:\Users\adyap\Desktop\AntrixStatic\company-profile\wp-json\oembed\1.0\embed","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./about/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\about\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./about-antrix/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\about-antrix\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./leadership/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\leadership\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./key-functionaries/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\key-functionaries\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./financials/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\financials\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./iso-9001/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\iso-9001\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./vigilance/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\vigilance\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./satcom-services/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\satcom-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./launch-services/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\launch-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./remote-sensing-data-services/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\remote-sensing-data-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./spacecraft-subsystems-services/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\spacecraft-subsystems-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./mission-support-services/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\mission-support-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./navic-services/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\navic-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./corporate-governance/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\corporate-governance\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./internal-complaints-committee/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\internal-complaints-committee\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./csr-committee/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\csr-committee\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./csr-projects/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\csr-projects\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./news/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\news\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./gallery/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\gallery\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./publications/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\publications\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./brochures/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\brochures\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./events/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\events\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./rti/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\rti\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./tenders/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\tenders\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./annual-procurement-plan/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\annual-procurement-plan\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./msme/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\msme\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./antrix-gst/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\antrix-gst\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./career/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\career\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./students-life/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\students-life\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./news1/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\news1\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./events1/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\events1\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./alumni/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\alumni\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./news-details/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\news-details\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./event-details/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\event-details\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./privacy/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\privacy\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./terms-of-service/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\terms-of-service\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./404/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\404\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./starter-page/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\starter-page\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_DIR_INDEX","./contact/","C:\Users\adyap\Desktop\AntrixStatic\company-profile\contact\index.html","C:\Users\adyap\Desktop\AntrixStatic\company-profile\index.html"
"MISSING_ASSET",".//fonts.googleapis.com","C:\Users\adyap\Desktop\AntrixStatic\contact\fonts.googleapis.com","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./wp-json/","C:\Users\adyap\Desktop\AntrixStatic\contact\wp-json\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_ASSET","./wp-json/wp/v2/pages/50","C:\Users\adyap\Desktop\AntrixStatic\contact\wp-json\wp\v2\pages\50","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_ASSET","./xmlrpc.php?rsd","C:\Users\adyap\Desktop\AntrixStatic\contact\xmlrpc.php","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./contact/","C:\Users\adyap\Desktop\AntrixStatic\contact\contact\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_ASSET","./wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgithub.com%2FAdyapragnya%2FAntrix%2Fcontact%2F","C:\Users\adyap\Desktop\AntrixStatic\contact\wp-json\oembed\1.0\embed","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_ASSET","./wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgithub.com%2FAdyapragnya%2FAntrix%2Fcontact%2F&amp;format=xml","C:\Users\adyap\Desktop\AntrixStatic\contact\wp-json\oembed\1.0\embed","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./about/","C:\Users\adyap\Desktop\AntrixStatic\contact\about\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./about-antrix/","C:\Users\adyap\Desktop\AntrixStatic\contact\about-antrix\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./leadership/","C:\Users\adyap\Desktop\AntrixStatic\contact\leadership\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./key-functionaries/","C:\Users\adyap\Desktop\AntrixStatic\contact\key-functionaries\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./financials/","C:\Users\adyap\Desktop\AntrixStatic\contact\financials\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./iso-9001/","C:\Users\adyap\Desktop\AntrixStatic\contact\iso-9001\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./vigilance/","C:\Users\adyap\Desktop\AntrixStatic\contact\vigilance\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\contact\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./satcom-services/","C:\Users\adyap\Desktop\AntrixStatic\contact\satcom-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./launch-services/","C:\Users\adyap\Desktop\AntrixStatic\contact\launch-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./remote-sensing-data-services/","C:\Users\adyap\Desktop\AntrixStatic\contact\remote-sensing-data-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./spacecraft-subsystems-services/","C:\Users\adyap\Desktop\AntrixStatic\contact\spacecraft-subsystems-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./mission-support-services/","C:\Users\adyap\Desktop\AntrixStatic\contact\mission-support-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./navic-services/","C:\Users\adyap\Desktop\AntrixStatic\contact\navic-services\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./corporate-governance/","C:\Users\adyap\Desktop\AntrixStatic\contact\corporate-governance\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./internal-complaints-committee/","C:\Users\adyap\Desktop\AntrixStatic\contact\internal-complaints-committee\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\contact\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./csr-committee/","C:\Users\adyap\Desktop\AntrixStatic\contact\csr-committee\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./csr-projects/","C:\Users\adyap\Desktop\AntrixStatic\contact\csr-projects\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\contact\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./news/","C:\Users\adyap\Desktop\AntrixStatic\contact\news\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./gallery/","C:\Users\adyap\Desktop\AntrixStatic\contact\gallery\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./publications/","C:\Users\adyap\Desktop\AntrixStatic\contact\publications\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./brochures/","C:\Users\adyap\Desktop\AntrixStatic\contact\brochures\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./events/","C:\Users\adyap\Desktop\AntrixStatic\contact\events\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./rti/","C:\Users\adyap\Desktop\AntrixStatic\contact\rti\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./home/","C:\Users\adyap\Desktop\AntrixStatic\contact\home\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./tenders/","C:\Users\adyap\Desktop\AntrixStatic\contact\tenders\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./annual-procurement-plan/","C:\Users\adyap\Desktop\AntrixStatic\contact\annual-procurement-plan\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./msme/","C:\Users\adyap\Desktop\AntrixStatic\contact\msme\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./antrix-gst/","C:\Users\adyap\Desktop\AntrixStatic\contact\antrix-gst\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./career/","C:\Users\adyap\Desktop\AntrixStatic\contact\career\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./students-life/","C:\Users\adyap\Desktop\AntrixStatic\contact\students-life\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./news1/","C:\Users\adyap\Desktop\AntrixStatic\contact\news1\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./events1/","C:\Users\adyap\Desktop\AntrixStatic\contact\events1\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./alumni/","C:\Users\adyap\Desktop\AntrixStatic\contact\alumni\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./news-details/","C:\Users\adyap\Desktop\AntrixStatic\contact\news-details\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./event-details/","C:\Users\adyap\Desktop\AntrixStatic\contact\event-details\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./privacy/","C:\Users\adyap\Desktop\AntrixStatic\contact\privacy\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./terms-of-service/","C:\Users\adyap\Desktop\AntrixStatic\contact\terms-of-service\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./404/","C:\Users\adyap\Desktop\AntrixStatic\contact\404\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
"MISSING_DIR_INDEX","./starter-page/","C:\Users\adyap\Desktop\AntrixStatic\contact\starter-page\index.html","C:\Users\adyap\Desktop\AntrixStatic\contact\index.html"
